date,team1,team2,winner,elo_diff,elo_diff_sq,team1_recent_winrate,team2_recent_winrate,head_to_head,venue_winrate_team1,t1_bat_score,t2_bat_score,t1_bowl_score,t2_bowl_score,bat_score_diff,bowl_score_diff,matchup_diff,toss_winner_is_team1,t1_season_match_num,t2_season_match_num,target
2010-03-20,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,-1.5853900390181934,-0.0003,0.4,0.3,0.3333,0.5,176.626,179.358,2.077,2.686,-2.732,-0.609,-58.211,0,3,3,0
2010-03-21,Deccan Chargers,Delhi Daredevils,Deccan Chargers,-19.058891654361105,-0.0363,0.6,0.5,0.2,1.0,245.688,200.594,3.405,3.256,45.094,0.149,-20.44,1,3,4,1
2010-03-22,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,-36.73441511244528,-0.1349,0.4,0.4,0.0,0.5,180.412,211.982,2.269,1.961,-31.57,0.308,5.03,1,4,3,0
2010-03-23,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,-0.1660213388252032,-0.0,0.6,0.8,0.4,1.0,227.552,208.869,3.137,2.86,18.683,0.277,16.238,1,3,4,0
2010-03-24,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,-13.444840556042893,-0.0181,0.3,0.3,0.5,0.75,242.149,256.085,2.234,2.084,-13.936,0.15,31.19,1,3,4,0
2010-03-25,Chennai Super Kings,Mumbai Indians,Mumbai Indians,11.991188049160884,0.0144,0.5,0.5,0.5,0.5,259.131,215.516,3.394,1.938,43.615,1.456,33.699,0,4,4,0
2010-03-25,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,-40.21604082384533,-0.1617,0.4,0.8,0.75,1.0,173.455,204.243,2.042,2.854,-30.788,-0.812,8.329,0,5,5,1
2010-03-26,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,16.74687702463075,0.028,0.6,0.3,0.25,0.5,236.909,284.044,3.581,1.806,-47.135,1.775,-20.171,1,4,5,0
2010-03-27,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,15.079544967494256,0.0227,0.3,0.4,0.5,0.6667,226.124,175.012,1.933,1.278,51.112,0.655,-10.279,0,4,5,0
2010-03-28,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,-10.822551791273328,-0.0117,0.4,0.4,0.4,0.5,253.838,279.931,3.619,2.298,-26.093,1.321,-16.24,0,5,6,0
2010-03-28,Deccan Chargers,Mumbai Indians,Mumbai Indians,-18.753969750412352,-0.0352,0.6,0.6,0.75,0.5,205.006,228.274,3.173,1.966,-23.268,1.207,21.589,1,5,5,0
2010-03-29,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,62.7188057800272,0.3934,0.5,0.5,0.6667,0.5,270.54,204.423,2.685,2.358,66.117,0.327,30.833,1,6,6,1
2010-03-30,Kings XI Punjab,Mumbai Indians,Mumbai Indians,-89.04069445662253,-0.7928,0.3,0.6,0.75,0.5,274.771,218.395,1.985,2.189,56.376,-0.204,-13.151,0,5,6,0
2010-03-31,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,-40.58636513838587,-0.1647,0.4,0.7,0.3333,0.375,244.76,204.746,3.539,2.635,40.014,0.904,9.658,0,6,6,1
2010-03-31,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,5.146147252911305,0.0026,0.5,0.5,0.5,0.5556,287.976,236.604,4.405,2.185,51.372,2.22,-12.777,1,7,7,1
2010-04-01,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,41.161519413591805,0.1694,0.5,0.5,0.4,0.0,221.54,207.232,2.731,1.73,14.308,1.001,17.384,0,6,7,0
2010-04-02,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,-80.70376031122737,-0.6513,0.2,0.6,0.6,0.6,242.285,209.988,2.857,2.723,32.297,0.134,20.374,1,6,7,0
2010-04-03,Deccan Chargers,Mumbai Indians,Mumbai Indians,-71.38356549709101,-0.5096,0.5,0.6,0.6,0.5,224.568,208.524,3.137,2.336,16.044,0.801,-11.811,0,7,7,0
2010-04-03,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,-8.529950723640923,-0.0073,0.4,0.4,0.3333,0.4444,237.948,242.347,3.075,2.383,-4.399,0.692,-10.048,1,7,8,1
2010-04-04,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,21.12583456325456,0.0446,0.6,0.6,0.8,0.6,268.328,244.279,4.706,1.923,24.049,2.783,22.805,1,8,8,1
2010-04-04,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,-39.57992660095488,-0.1567,0.2,0.6,0.4,0.0,200.38,208.696,2.505,1.834,-8.316,0.671,-11.349,0,7,8,1
2010-04-05,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,-38.08878242765445,-0.1451,0.5,0.4,0.2,0.5,206.193,242.175,2.686,1.631,-35.982,1.055,1.96,0,8,9,0
2010-04-06,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,-35.46420797280052,-0.1258,0.5,0.7,0.4,0.5,348.323,243.93,3.94,2.39,104.393,1.55,4.127,1,8,8,1
2010-04-07,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,112.59801444732192,1.2678,0.6,0.5,0.75,0.0,287.75,185.752,4.88,1.4,101.998,3.48,-11.472,0,9,9,0
2010-04-07,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,-73.24835438351352,-0.5365,0.2,0.5,0.4,0.0,214.575,255.202,2.469,1.978,-40.627,0.491,7.478,1,8,10,0
2010-04-08,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,-63.35958789407641,-0.4014,0.4,0.5,0.4,0.0,204.717,233.237,2.843,1.94,-28.52,0.903,9.078,1,9,9,1
2010-04-09,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,-112.06589367593917,-1.2559,0.1,0.7,0.6,0.5455,189.933,235.753,2.001,2.878,-45.82,-0.877,-23.306,0,9,9,1
2010-04-10,Chennai Super Kings,Deccan Chargers,Deccan Chargers,69.61638622880218,0.4846,0.5,0.4,0.4,0.5,318.629,233.3,3.384,2.778,85.329,0.606,3.122,1,9,10,0
2010-04-10,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,-30.262747562786217,-0.0916,0.5,0.5,0.6,1.0,200.523,216.579,1.874,1.764,-16.056,0.11,-2.106,0,10,10,0
2010-04-11,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,95.34321876207603,0.909,0.6,0.2,0.4,0.6364,261.774,196.544,3.855,2.823,65.23,1.032,-4.357,1,10,10,0
2010-04-11,Mumbai Indians,Rajasthan Royals,Mumbai Indians,-1.7306442864346536,-0.0003,0.7,0.6,0.5,0.0,228.792,275.064,3.011,1.812,-46.272,1.199,-92.081,0,10,11,1
2010-04-12,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,-26.324639772844648,-0.0693,0.5,0.6,0.5,0.5,230.027,222.71,2.861,1.944,7.317,0.917,2.06,0,11,11,1
2010-04-13,Delhi Daredevils,Mumbai Indians,Mumbai Indians,-11.809926084042218,-0.0139,0.5,0.7,0.6,0.5,227.318,271.206,3.766,3.196,-43.888,0.57,-26.918,0,11,11,0
2010-04-13,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,65.58523373897015,0.4301,0.5,0.4,0.75,0.5455,239.326,221.691,2.926,1.76,17.635,1.166,46.138,0,10,11,1
2010-04-14,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,15.493771075773338,0.024,0.6,0.5,0.6,0.8889,268.644,235.411,1.642,2.121,33.233,-0.479,-33.991,1,12,12,0
2010-04-15,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,19.63376206990597,0.0385,0.6,0.4,0.6,0.5833,297.774,218.059,2.999,3.092,79.715,-0.093,-2.498,1,11,12,0
2010-04-16,Deccan Chargers,Kings XI Punjab,Deccan Chargers,33.54685537885189,0.1125,0.5,0.3,0.2,0.5,194.764,226.156,2.922,2.082,-31.392,0.84,-9.092,1,12,11,1
2010-04-17,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,40.80298681291083,0.1665,0.7,0.5,0.4,1.0,266.076,247.845,3.107,2.191,18.231,0.916,6.42,0,12,13,1
2010-04-17,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,-53.02931153591908,-0.2812,0.3,0.6,0.25,0.5833,210.609,234.139,1.921,1.681,-23.53,0.24,-40.179,0,12,13,1
2010-04-18,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,63.81826662986464,0.4073,0.5,0.3,1.0,0.5,251.111,247.374,3.343,2.027,3.737,1.316,35.526,1,12,12,1
2010-04-18,Deccan Chargers,Delhi Daredevils,Deccan Chargers,-14.913447876644796,-0.0222,0.5,0.5,0.3333,0.0,228.46,215.724,2.69,3.243,12.736,-0.553,15.68,1,13,13,1
2010-04-19,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,-103.8293132644044,-1.0781,0.4,0.8,0.0,0.6154,203.672,237.662,2.294,2.834,-33.99,-0.54,-78.794,0,13,13,1
2010-04-21,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,47.4661183966366,0.2253,0.7,0.4,0.5,0.75,260.167,257.797,3.234,2.35,2.37,0.884,29.445,1,14,14,1
2010-04-22,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,1.8229896966736303,0.0003,0.5,0.5,0.3333,0.0,235.563,222.361,3.092,2.9,13.202,0.192,26.37,1,13,14,1
2010-04-24,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,26.957853616413782,0.0727,0.5,0.3,0.5714,0.25,193.29,235.705,2.65,2.025,-42.415,0.625,10.925,1,15,15,0
2010-04-25,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,-15.0304951611688,-0.0226,0.6,0.7,0.5,0.5,240.54,266.048,3.556,3.315,-25.508,0.241,7.379,1,14,15,1
2011-04-08,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,55.56327606544846,0.3087,0.7,0.5,0.8,0.5385,274.036,188.931,3.033,2.461,85.105,0.572,10.261,1,0,0,1
2011-04-09,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,12.099984312176048,0.0146,0.5,0.5,0.1667,0.0,144.193,131.484,3.645,2.409,12.709,1.236,-19.307,0,0,0,0
2011-04-09,Kochi Tuskers Kerala,Royal Challengers Bangalore,Royal Challengers Bangalore,0.3155664904591049,0.0,0.5,0.4,0.5,0.5,207.104,202.88,3.122,2.112,4.224,1.01,14.467,1,0,0,0
2011-04-10,Delhi Daredevils,Mumbai Indians,Mumbai Indians,-21.32371100379146,-0.0455,0.5,0.6,0.5,0.5385,212.349,271.716,2.107,2.63,-59.367,-0.523,-7.183,1,0,0,0
2011-04-10,Kings XI Punjab,Pune Warriors,Pune Warriors,-41.691801334821776,-0.1738,0.3,0.5,0.5,0.5,224.757,215.704,2.246,3.154,9.053,-0.908,37.368,1,0,0,0
2011-04-11,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,11.300042367436845,0.0128,0.5,0.5,0.3333,0.0,176.514,210.912,2.987,2.652,-34.398,0.335,39.739,0,1,1,0
2011-04-12,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,-5.223162184821149,-0.0027,0.5,0.5,0.5714,0.0,190.048,162.176,2.111,4.075,27.872,-1.964,48.873,1,1,1,0
2011-04-12,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,28.511649519749653,0.0813,0.6,0.5,0.5714,1.0,238.981,241.019,2.426,1.882,-2.038,0.544,36.293,1,1,1,1
2011-04-13,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,104.79280724479077,1.0982,0.8,0.3,1.0,1.0,298.297,205.975,2.914,2.627,92.322,0.287,-2.397,0,1,1,0
2011-04-13,Kochi Tuskers Kerala,Pune Warriors,Pune Warriors,-26.340752270274837,-0.0694,0.0,1.0,0.5,0.5,194.56,215.828,3.145,3.838,-21.268,-0.693,15.642,1,1,1,0
2011-04-14,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,-32.34881998354763,-0.1046,0.5,0.4,0.5,0.0,193.117,234.57,2.675,2.193,-41.453,0.482,13.575,0,2,2,1
2011-04-15,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,-27.509177384955137,-0.0757,0.5,0.5,0.4,0.0,184.31,232.142,2.645,2.645,-47.832,0.0,-24.659,1,2,2,1
2011-04-15,Kochi Tuskers Kerala,Mumbai Indians,Kochi Tuskers Kerala,-82.01582504777753,-0.6727,0.0,0.6,0.5,0.5,240.673,264.004,2.599,2.576,-23.331,0.023,-54.411,1,2,2,1
2011-04-16,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,19.7151327997874,0.0389,0.6,0.4,0.3333,0.1111,191.85,261.744,2.937,2.486,-69.894,0.451,23.399,0,3,2,0
2011-04-16,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,47.13016246663801,0.2221,0.7,0.4,0.4286,0.5714,352.383,182.892,2.883,1.997,169.491,0.886,15.348,1,2,3,1
2011-04-17,Delhi Daredevils,Pune Warriors,Delhi Daredevils,-44.45678436096023,-0.1976,0.4,1.0,0.5,0.0,232.139,212.1,1.956,3.325,20.039,-1.369,25.31,1,2,2,1
2011-04-17,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,2.7031791314987004,0.0007,0.6,0.4,0.5,0.6667,188.482,178.859,2.791,3.571,9.623,-0.78,1.183,1,3,3,1
2011-04-18,Chennai Super Kings,Kochi Tuskers Kerala,Kochi Tuskers Kerala,54.49485572641311,0.297,0.7,0.3333,0.5,0.5,342.514,252.662,3.215,2.349,89.852,0.866,-16.271,0,3,3,0
2011-04-19,Deccan Chargers,Delhi Daredevils,Deccan Chargers,-27.59274128859533,-0.0761,0.5,0.4,0.4286,0.5,173.32,225.819,2.603,2.514,-52.499,0.089,-16.694,1,4,3,1
2011-04-20,Mumbai Indians,Pune Warriors,Mumbai Indians,28.330713894376004,0.0803,0.6,0.6667,0.5,0.4,274.03,218.373,1.865,2.979,55.657,-1.114,7.561,0,3,3,1
2011-04-20,Kochi Tuskers Kerala,Kolkata Knight Riders,Kochi Tuskers Kerala,-8.632696890772422,-0.0075,0.5,0.6,0.5,0.5,238.548,184.432,2.807,3.036,54.116,-0.229,-11.982,0,4,4,1
2011-04-21,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,-5.744043273475427,-0.0033,0.5,0.4,0.3333,0.6154,294.425,207.685,3.562,1.559,86.74,2.003,-6.892,0,3,4,1
2011-04-22,Chennai Super Kings,Mumbai Indians,Mumbai Indians,-22.070354562458533,-0.0487,0.6,0.7,0.5714,0.5,334.552,240.101,3.369,2.66,94.451,0.709,10.393,1,4,4,0
2011-04-22,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,27.323154962751687,0.0747,0.6,0.4,0.5,0.6471,180.17,234.01,3.511,1.173,-53.84,2.338,27.143,0,5,4,0
2011-04-23,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,-11.620235650369068,-0.0135,0.3,0.6,0.3333,0.4667,244.287,264.861,2.063,3.015,-20.574,-0.952,20.569,0,4,4,1
2011-04-24,Kochi Tuskers Kerala,Rajasthan Royals,Rajasthan Royals,50.43185766688043,0.2543,0.6,0.4,0.5,0.5,206.365,224.58,2.773,3.71,-18.215,-0.937,9.064,0,5,5,0
2011-04-24,Deccan Chargers,Mumbai Indians,Mumbai Indians,-79.68014275742598,-0.6349,0.5,0.7,0.5,0.1,178.151,237.675,3.521,2.674,-59.524,0.847,-7.61,1,5,5,0
2011-04-25,Chennai Super Kings,Pune Warriors,Chennai Super Kings,18.87035646581967,0.0356,0.6,0.5,0.5,0.6,292.408,212.678,3.341,2.431,79.73,0.91,-6.456,0,5,4,1
2011-04-26,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,7.422101276490139,0.0055,0.3,0.4,0.8333,0.5,205.956,231.607,2.505,1.846,-25.651,0.659,-10.16,0,5,5,0
2011-04-27,Chennai Super Kings,Pune Warriors,Chennai Super Kings,45.351079040031664,0.2057,0.6,0.4,1.0,0.6667,313.082,178.028,3.349,3.059,135.054,0.29,23.538,0,6,5,1
2011-04-27,Deccan Chargers,Kochi Tuskers Kerala,Deccan Chargers,-31.53334588397729,-0.0994,0.4,0.5,0.5,0.5,187.285,202.965,3.335,2.575,-15.68,0.76,19.814,0,6,6,1
2011-04-28,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,-4.002625700655017,-0.0016,0.3,0.5,0.6,0.4706,236.147,204.717,2.482,2.129,31.43,0.353,-19.033,1,6,6,0
2011-04-29,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,88.23143419724897,0.7785,0.7,0.4,0.6,0.5,266.52,220.624,2.505,3.853,45.896,-1.348,16.484,0,6,6,0
2011-04-29,Pune Warriors,Royal Challengers Bangalore,Royal Challengers Bangalore,-31.62622041206737,-0.1,0.3333,0.5,0.5,0.5,156.09,213.006,2.816,1.707,-56.916,1.109,-34.796,1,6,6,0
2011-04-30,Delhi Daredevils,Kochi Tuskers Kerala,Delhi Daredevils,-21.71777134094441,-0.0472,0.3,0.4286,0.5,0.5,198.132,205.802,2.595,2.501,-7.67,0.094,35.668,1,7,7,1
2011-04-30,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,-20.85821188376076,-0.0435,0.5,0.6,0.5,0.5,272.589,207.433,2.914,2.094,65.156,0.82,19.345,0,5,7,0
2011-05-01,Pune Warriors,Rajasthan Royals,Rajasthan Royals,-45.41056467649014,-0.2062,0.2857,0.4,0.5,0.5,171.862,213.547,2.138,4.351,-41.685,-2.213,12.347,0,7,7,0
2011-05-01,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,52.386531467021314,0.2744,0.7,0.4,0.4286,0.625,268.009,176.923,3.343,3.387,91.086,-0.044,13.293,1,7,7,1
2011-05-02,Kings XI Punjab,Mumbai Indians,Mumbai Indians,-91.67840243942489,-0.8405,0.5,0.6,0.6667,0.5,258.918,240.812,2.945,2.58,18.106,0.365,-35.857,1,6,7,0
2011-05-02,Delhi Daredevils,Kochi Tuskers Kerala,Kochi Tuskers Kerala,8.030198190046804,0.0064,0.4,0.375,1.0,0.4444,196.866,192.733,2.818,2.663,4.133,0.155,29.072,0,8,8,0
2011-05-03,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,-36.02675540015912,-0.1298,0.3,0.7,0.2857,0.0909,170.198,191.899,3.621,2.499,-21.701,1.122,19.648,1,8,8,0
2011-05-04,Mumbai Indians,Pune Warriors,Mumbai Indians,121.25013309655697,1.4702,0.7,0.25,1.0,0.6667,255.6,185.254,2.771,2.518,70.346,0.253,-20.16,0,8,8,1
2011-05-04,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,36.75979420009048,0.1351,0.7,0.5,0.4286,0.6471,251.415,231.082,3.208,3.75,20.333,-0.542,-13.273,0,8,8,1
2011-05-05,Kochi Tuskers Kerala,Kolkata Knight Riders,Kochi Tuskers Kerala,-36.22675445061873,-0.1312,0.4444,0.7,1.0,0.25,203.803,190.181,2.999,2.499,13.622,0.5,-18.837,0,9,9,1
2011-05-05,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,-4.290104961938823,-0.0018,0.3,0.3,0.5,0.0833,194.287,227.347,3.373,2.358,-33.06,1.015,-10.119,0,9,9,0
2011-05-06,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,-60.47168265948608,-0.3657,0.4,0.5,0.5,0.5,234.17,226.062,3.549,1.473,8.108,2.076,-48.857,1,7,7,0
2011-05-07,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,55.59490867124896,0.3091,0.7,0.6,0.8333,1.0,257.727,190.845,3.294,2.64,66.882,0.654,11.947,1,9,10,0
2011-05-07,Delhi Daredevils,Mumbai Indians,Mumbai Indians,-94.65468557921211,-0.896,0.4,0.7,0.4286,0.0,231.714,233.985,2.562,2.876,-2.271,-0.314,-28.755,1,10,9,0
2011-05-08,Kochi Tuskers Kerala,Royal Challengers Bangalore,Royal Challengers Bangalore,-22.70958525422634,-0.0516,0.5,0.6,0.0,0.5,193.608,233.421,2.782,2.072,-39.813,0.71,-3.844,1,10,8,0
2011-05-08,Kings XI Punjab,Pune Warriors,Pune Warriors,6.509048134731756,0.0042,0.3,0.2222,0.0,0.6429,205.111,196.782,2.631,2.669,8.329,-0.038,-27.915,1,8,9,0
2011-05-09,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,45.58702596716421,0.2078,0.6,0.5,0.5,0.0,269.056,188.834,3.279,3.988,80.222,-0.709,2.614,0,10,9,1
2011-05-10,Deccan Chargers,Pune Warriors,Pune Warriors,-1.004511961219805,-0.0001,0.3,0.3,0.5,0.0769,182.278,197.366,3.012,4.269,-15.088,-1.257,10.778,1,10,10,0
2011-05-10,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,-157.88752411218707,-2.4928,0.3,0.8,0.5714,0.6,189.032,261.659,2.495,2.886,-72.627,-0.391,-37.439,0,9,10,1
2011-05-11,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,-48.86497111776907,-0.2388,0.5,0.7,0.5,0.75,186.917,223.781,3.48,3.058,-36.864,0.422,21.42,0,10,9,0
2011-05-12,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,89.38662809508901,0.799,0.6,0.4,0.5,0.6667,270.185,163.546,3.521,2.465,106.639,1.056,8.548,1,11,11,1
2011-05-13,Kings XI Punjab,Kochi Tuskers Kerala,Kings XI Punjab,-42.15576913244149,-0.1777,0.4,0.5,0.5,0.5,187.821,179.966,3.04,2.555,7.855,0.485,22.042,1,10,11,1
2011-05-14,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,-26.30061202491038,-0.0692,0.7,0.7,0.4286,0.5,178.574,227.785,2.718,2.992,-49.211,-0.274,-0.742,0,11,10,0
2011-05-14,Deccan Chargers,Mumbai Indians,Deccan Chargers,-130.87855194093413,-1.7129,0.3,0.7,0.4286,0.5,213.187,248.639,2.82,2.81,-35.452,0.01,-7.465,1,11,11,1
2011-05-15,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,-3.4456890222606944,-0.0012,0.4,0.5,0.4286,0.5,202.994,193.622,2.239,2.79,9.372,-0.551,1.442,1,12,11,0
2011-05-15,Kochi Tuskers Kerala,Rajasthan Royals,Kochi Tuskers Kerala,-3.663573958644293,-0.0013,0.5,0.4,0.0,0.0,207.232,192.546,2.096,3.825,14.686,-1.729,2.218,1,12,11,1
2011-05-16,Deccan Chargers,Pune Warriors,Deccan Chargers,-9.88583874956612,-0.0098,0.4,0.3,0.0,0.2,177.935,220.576,2.921,3.319,-42.641,-0.398,2.964,1,12,11,1
2011-05-17,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,-86.47231636505467,-0.7477,0.5,0.7,0.4286,0.3333,196.703,209.831,2.678,2.847,-13.128,-0.169,-39.431,1,12,11,1
2011-05-18,Chennai Super Kings,Kochi Tuskers Kerala,Chennai Super Kings,81.96946008128953,0.6719,0.7,0.5,0.0,0.6842,270.478,167.327,3.374,2.412,103.151,0.962,-13.099,1,12,13,1
2011-05-19,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,62.219606467014046,0.3871,0.6,0.2,0.5,1.0,182.146,196.788,2.68,3.526,-14.642,-0.846,-21.433,1,12,12,1
2011-05-20,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,82.95337166757167,0.6881,0.6,0.3,0.5,0.6,214.3,168.76,2.821,3.648,45.54,-0.827,-4.576,1,12,12,0
2011-05-21,Deccan Chargers,Kings XI Punjab,Deccan Chargers,-26.43592620591835,-0.0699,0.4,0.5,0.2857,1.0,154.589,231.336,3.398,3.156,-76.747,0.242,3.894,0,13,13,1
2011-05-22,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,34.729776979331064,0.1206,0.7,0.7,0.5,0.5,265.45,254.177,3.293,2.285,11.273,1.008,6.652,0,13,12,0
2011-05-22,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,-6.296079059399744,-0.004,0.6,0.6,0.1667,0.65,183.369,226.756,2.953,2.219,-43.387,0.734,15.09,0,13,13,0
2011-05-24,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,3.9401727647239113,0.0016,0.7,0.8,0.4444,0.3333,266.499,258.87,3.078,2.528,7.629,0.55,-2.137,1,14,13,1
2011-05-25,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,-33.78873057194687,-0.1142,0.5,0.6,0.1429,0.0,183.869,234.778,2.845,2.626,-50.909,0.219,2.432,0,14,14,0
2011-05-27,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,7.880040955475351,0.0062,0.6,0.8,0.625,0.0,230.302,273.936,2.618,2.445,-43.634,0.173,-6.469,1,15,14,0
2011-05-28,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,17.305172270273033,0.0299,0.8,0.8,0.5,0.7,264.905,273.946,3.004,2.812,-9.041,0.192,7.506,1,15,15,1
2012-04-04,Chennai Super Kings,Mumbai Indians,Mumbai Indians,35.95433711545502,0.1293,0.8,0.5,0.5,0.7143,267.627,228.404,3.043,2.39,39.223,0.653,19.122,0,0,0,0
2012-04-05,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,-35.40983866980082,-0.1254,0.3,0.5,0.5,0.0,164.81,220.551,2.323,3.147,-55.741,-0.824,-27.478,1,0,0,1
2012-04-06,Mumbai Indians,Pune Warriors,Pune Warriors,87.98177309001471,0.7741,0.6,0.2,1.0,0.5833,248.464,149.109,3.193,3.348,99.355,-0.155,-12.637,1,1,0,0
2012-04-06,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,-0.9515007545760454,-0.0001,0.4,0.4,0.4286,0.0,204.875,187.12,2.895,4.49,17.755,-1.595,18.74,1,0,0,0
2012-04-07,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,61.20362713573331,0.3746,0.7,0.5,0.5,0.5,226.291,173.693,3.056,2.745,52.598,0.311,-7.195,0,1,0,1
2012-04-07,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,-56.53379467871832,-0.3196,0.4,0.7,0.7143,1.0,163.18,189.739,2.085,2.216,-26.559,-0.131,37.283,1,1,0,0
2012-04-08,Kings XI Punjab,Pune Warriors,Pune Warriors,-2.1711328877320284,-0.0005,0.4,0.3,0.0,0.5,156.72,199.364,3.076,3.532,-42.644,-0.456,-13.352,0,1,1,0
2012-04-08,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,-18.388571507275174,-0.0338,0.5,0.5,0.5714,0.5,222.6,217.537,3.072,5.668,5.063,-2.596,-23.297,1,1,1,0
2012-04-09,Deccan Chargers,Mumbai Indians,Mumbai Indians,-50.22419068141335,-0.2522,0.4,0.5,0.5,0.0,214.149,205.154,3.248,2.991,8.995,0.257,-27.82,1,1,2,0
2012-04-10,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,95.12917490465544,0.905,0.7,0.3,0.5714,1.0,252.703,219.549,2.902,2.901,33.154,0.001,0.65,0,2,2,0
2012-04-10,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,-76.96938303166485,-0.5924,0.4,0.7,0.375,0.3333,230.739,229.214,2.707,1.947,1.525,0.76,-42.032,0,2,1,1
2012-04-11,Mumbai Indians,Rajasthan Royals,Mumbai Indians,25.065832076160632,0.0628,0.5,0.6,0.4286,0.5385,191.846,190.373,3.245,5.805,1.473,-2.56,-29.242,0,3,2,1
