date,team1,team2,winner,t1_bat_total_runs,t1_bat_wickets_lost,t1_bat_pp_rr,t1_bat_death_rr,t1_bat_boundaries,t1_bat_dot_pct,t1_bowl_runs_conceded,t1_bowl_wickets_taken,t1_bowl_pp_wkts,t1_bowl_death_econ,t1_bowl_dot_pct,t2_bat_total_runs,t2_bat_wickets_lost,t2_bat_pp_rr,t2_bat_death_rr,t2_bat_boundaries,t2_bat_dot_pct,t2_bowl_runs_conceded,t2_bowl_wickets_taken,t2_bowl_pp_wkts,t2_bowl_death_econ,t2_bowl_dot_pct
2016-04-24,Gujarat Lions,Royal Challengers Bangalore,Gujarat Lions,182,4,12.0,10.222,20,0.265,180,2,1,13.0,0.225,180,2,8.333,13.0,22,0.225,182,4,1,10.222,0.265
2016-04-24,Kolkata Knight Riders,Rising Pune Supergiants,Kolkata Knight Riders,162,8,9.833,10.667,19,0.342,160,5,1,12.0,0.283,160,5,5.167,12.0,15,0.283,162,8,2,10.667,0.342
2016-04-25,Kings XI Punjab,Mumbai Indians,Mumbai Indians,164,7,6.667,8.6,16,0.275,189,6,1,9.8,0.275,189,6,6.5,9.8,25,0.275,164,7,2,8.6,0.275
2016-04-26,Rising Pune Supergiants,Sunrisers Hyderabad,Rising Pune Supergiants,94,3,7.667,0.0,13,0.47,118,8,3,9.2,0.45,118,8,4.5,9.2,9,0.45,94,3,1,0.0,0.47
2016-04-27,Delhi Daredevils,Gujarat Lions,Gujarat Lions,171,5,3.667,11.0,20,0.325,172,6,0,8.0,0.292,172,6,11.833,8.0,21,0.292,171,5,3,11.0,0.325
2016-04-28,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,174,5,9.833,9.6,20,0.25,178,4,1,17.333,0.343,178,4,10.667,17.333,27,0.343,174,5,0,9.6,0.25
2016-04-29,Gujarat Lions,Rising Pune Supergiants,Gujarat Lions,196,7,12.0,9.8,25,0.25,195,3,1,12.0,0.225,195,3,8.0,12.0,22,0.225,196,7,0,9.8,0.25
2016-04-30,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,186,8,6.167,13.2,23,0.292,159,10,2,9.143,0.279,159,10,7.167,9.143,17,0.279,186,8,3,13.2,0.292
2016-04-30,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,179,6,7.5,9.4,20,0.25,194,5,1,10.6,0.3,194,5,8.167,10.6,27,0.3,179,6,1,9.4,0.25
2016-05-01,Mumbai Indians,Rising Pune Supergiants,Mumbai Indians,161,2,7.833,13.143,20,0.297,159,5,1,7.8,0.35,159,5,9.0,7.8,16,0.35,161,2,1,13.143,0.297
2016-05-01,Gujarat Lions,Kings XI Punjab,Kings XI Punjab,131,9,6.0,8.8,13,0.4,154,10,0,9.103,0.319,154,10,9.833,9.103,16,0.319,131,9,2,8.8,0.4
2016-05-02,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,189,5,6.167,15.84,22,0.296,185,7,1,14.6,0.308,185,7,6.667,14.6,25,0.308,189,5,2,15.84,0.296
2016-05-03,Delhi Daredevils,Gujarat Lions,Delhi Daredevils,150,2,10.167,12.429,20,0.308,149,7,3,10.0,0.358,149,7,5.833,10.0,16,0.358,150,2,0,12.429,0.308
2016-05-04,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,157,9,6.167,8.0,18,0.383,164,3,0,8.6,0.242,164,3,6.667,8.6,18,0.242,157,9,3,8.0,0.383
2016-05-05,Delhi Daredevils,Rising Pune Supergiants,Rising Pune Supergiants,162,7,8.0,10.0,17,0.317,166,3,0,12.0,0.261,166,3,8.333,12.0,17,0.261,162,7,2,10.0,0.317
2016-05-06,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,126,6,4.333,8.2,11,0.408,129,5,2,9.5,0.43,129,5,6.333,9.5,15,0.43,126,6,3,8.2,0.408
2016-05-07,Rising Pune Supergiants,Royal Challengers Bangalore,Royal Challengers Bangalore,191,6,10.0,10.6,27,0.325,195,3,0,11.778,0.239,195,3,7.667,11.778,25,0.239,191,6,1,10.6,0.325
2016-05-07,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,172,5,8.5,8.0,18,0.283,181,5,1,12.4,0.267,181,5,7.5,12.4,20,0.267,172,5,0,8.0,0.283
2016-05-08,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,92,10,5.333,4.667,11,0.515,177,3,0,12.2,0.308,177,3,8.5,12.2,24,0.308,92,10,5,4.667,0.515
2016-05-08,Gujarat Lions,Kolkata Knight Riders,Gujarat Lions,164,5,7.667,9.667,26,0.407,158,4,4,12.0,0.358,158,4,4.667,12.0,19,0.358,164,5,1,9.667,0.407
2016-05-09,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,174,4,8.333,10.2,21,0.233,175,6,0,12.4,0.258,175,6,9.333,12.4,18,0.258,174,4,1,10.2,0.233
2016-05-10,Rising Pune Supergiants,Sunrisers Hyderabad,Sunrisers Hyderabad,133,8,4.167,9.4,14,0.367,137,8,1,8.2,0.442,137,8,5.667,8.2,15,0.442,133,8,2,9.4,0.367
2016-05-11,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,153,4,6.5,15.273,17,0.384,151,4,2,12.0,0.383,151,4,4.167,12.0,17,0.383,153,4,1,15.273,0.384
2016-05-12,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,150,3,8.333,11.368,19,0.376,146,8,0,6.6,0.342,146,8,8.5,6.6,16,0.342,150,3,1,11.368,0.376
2016-05-13,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,127,3,5.333,8.5,14,0.363,124,9,2,8.8,0.517,124,9,3.5,8.8,13,0.517,127,3,1,8.5,0.363
2016-05-14,Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,104,10,6.833,2.727,11,0.5,248,3,1,22.4,0.283,248,3,7.0,22.4,37,0.283,104,10,2,2.727,0.5
2016-05-14,Kolkata Knight Riders,Rising Pune Supergiants,Kolkata Knight Riders,66,2,13.2,0.0,9,0.3,103,6,2,3.375,0.453,103,6,6.167,3.375,9,0.453,66,2,2,0.0,0.3
2016-05-15,Delhi Daredevils,Mumbai Indians,Mumbai Indians,126,10,8.167,4.32,16,0.443,206,4,0,12.4,0.325,206,4,7.5,12.4,27,0.325,126,10,2,4.32,0.443
2016-05-15,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,179,4,7.833,11.6,26,0.283,180,3,0,10.714,0.28,180,3,9.167,10.714,22,0.28,179,4,1,11.6,0.283
2016-05-16,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,183,5,8.5,11.8,22,0.267,186,1,0,13.909,0.312,186,1,10.5,13.909,25,0.312,183,5,1,11.8,0.267
2016-05-17,Delhi Daredevils,Rising Pune Supergiants,Rising Pune Supergiants,121,6,4.667,9.6,13,0.433,76,1,1,0.0,0.47,76,1,7.333,0.0,11,0.47,121,6,2,9.6,0.433
2016-05-18,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,120,9,9.833,0.0,16,0.31,211,3,0,0.0,0.322,211,3,10.5,0.0,35,0.322,120,9,4,0.0,0.31
2016-05-19,Gujarat Lions,Kolkata Knight Riders,Gujarat Lions,125,4,9.167,0.0,15,0.37,124,8,2,8.2,0.442,124,8,7.333,8.2,14,0.442,125,4,3,0.0,0.37
2016-05-20,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,161,4,6.167,10.8,17,0.317,158,7,1,8.6,0.317,158,7,7.667,8.6,18,0.317,161,4,1,10.8,0.317
2016-05-21,Kings XI Punjab,Rising Pune Supergiants,Rising Pune Supergiants,172,7,8.667,10.4,21,0.317,173,6,1,14.0,0.383,173,6,7.333,14.0,22,0.383,172,7,0,10.4,0.317
2016-05-21,Gujarat Lions,Mumbai Indians,Gujarat Lions,173,4,11.667,9.176,29,0.346,172,8,3,7.6,0.375,172,8,8.167,7.6,24,0.375,173,4,1,9.176,0.346
2016-05-22,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,171,6,8.0,6.0,18,0.233,149,8,1,7.0,0.375,149,8,8.0,7.0,15,0.375,171,6,2,6.0,0.233
2016-05-22,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,138,8,7.167,8.0,12,0.325,139,4,2,8.842,0.376,139,4,8.167,8.842,15,0.376,138,8,2,8.0,0.325
2016-05-24,Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,158,10,3.833,10.8,20,0.392,159,6,5,14.7,0.364,159,6,5.167,14.7,19,0.364,158,10,3,10.8,0.392
2016-05-25,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,140,8,7.667,6.0,11,0.317,162,8,1,10.6,0.375,162,8,7.167,10.6,21,0.375,140,8,1,6.0,0.317
2016-05-27,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,162,7,6.333,10.6,25,0.408,163,6,2,10.846,0.362,163,6,7.667,10.846,22,0.362,162,7,2,10.6,0.408
2016-05-29,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,200,7,9.833,8.4,25,0.3,208,7,0,13.6,0.3,208,7,9.833,13.6,30,0.3,200,7,0,8.4,0.3
2017-04-05,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,172,10,9.0,7.071,23,0.373,207,4,1,11.2,0.217,207,4,9.833,11.2,26,0.217,172,10,1,7.071,0.373
2017-04-06,Mumbai Indians,Rising Pune Supergiant,Rising Pune Supergiant,184,8,10.167,12.8,23,0.342,187,3,1,9.931,0.244,187,3,9.833,9.931,24,0.244,184,8,1,12.8,0.342
2017-04-07,Gujarat Lions,Kolkata Knight Riders,Kolkata Knight Riders,183,4,8.667,11.6,26,0.292,184,0,0,0.0,0.236,184,0,12.167,0.0,26,0.236,183,4,1,11.6,0.292
2017-04-08,Kings XI Punjab,Rising Pune Supergiant,Kings XI Punjab,164,4,9.333,9.0,20,0.351,163,6,1,11.0,0.267,163,6,5.833,11.0,18,0.267,164,4,2,9.0,0.351
2017-04-08,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,142,9,7.167,5.8,15,0.392,157,8,2,7.2,0.417,157,8,6.833,7.2,21,0.417,142,9,2,5.8,0.392
2017-04-09,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,178,7,9.833,12.2,20,0.292,180,6,0,13.448,0.403,180,6,8.167,13.448,24,0.403,178,7,2,12.2,0.292
2017-04-09,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,135,7,6.667,6.6,13,0.3,140,1,1,18.0,0.29,140,1,9.833,18.0,17,0.29,135,7,2,6.6,0.3
2017-04-10,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,150,2,10.333,0.0,20,0.241,148,4,3,15.4,0.442,148,4,3.833,15.4,17,0.442,150,2,1,0.0,0.241
2017-04-11,Delhi Daredevils,Rising Pune Supergiant,Delhi Daredevils,205,4,10.333,16.4,27,0.267,108,10,3,1.714,0.423,108,10,8.333,1.714,11,0.423,205,4,1,16.4,0.267
2017-04-12,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,159,6,10.167,10.364,22,0.348,158,8,0,8.0,0.375,158,8,5.667,8.0,21,0.375,159,6,2,10.364,0.348
2017-04-13,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,170,9,9.5,7.2,24,0.45,171,2,1,9.333,0.253,171,2,12.667,9.333,25,0.253,170,9,1,7.2,0.45
2017-04-14,Gujarat Lions,Rising Pune Supergiant,Gujarat Lions,172,3,10.167,13.0,27,0.38,171,8,2,9.0,0.308,171,8,10.667,9.0,21,0.308,172,3,0,13.0,0.38
2017-04-14,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,145,6,3.5,14.087,14,0.363,142,5,0,6.4,0.342,142,5,6.833,6.4,11,0.342,145,6,4,14.087,0.363
2017-04-15,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,188,6,8.167,13.6,28,0.342,137,9,3,6.8,0.333,137,9,6.667,6.8,14,0.333,188,6,0,13.6,0.342
2017-04-15,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,172,6,6.667,9.6,20,0.333,155,6,0,8.4,0.4,155,6,7.5,8.4,21,0.4,172,6,2,9.6,0.333
2017-04-16,Gujarat Lions,Mumbai Indians,Mumbai Indians,176,4,7.667,11.2,18,0.3,177,4,1,10.0,0.274,177,4,9.333,10.0,19,0.274,176,4,1,11.2,0.3
2017-04-16,Rising Pune Supergiant,Royal Challengers Bangalore,Rising Pune Supergiant,161,8,9.167,8.8,21,0.358,134,9,2,8.4,0.383,134,9,7.0,8.4,12,0.383,161,8,0,8.8,0.358
2017-04-17,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,168,7,8.833,11.6,23,0.292,169,6,3,7.034,0.277,169,6,8.167,7.034,18,0.277,168,7,0,11.6,0.292
2017-04-17,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,154,10,8.5,10.714,18,0.441,159,6,1,10.2,0.317,159,6,4.833,10.2,15,0.317,154,10,2,10.714,0.441
2017-04-18,Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,192,7,9.5,10.6,24,0.325,213,2,0,12.0,0.292,213,2,7.5,12.0,30,0.292,192,7,2,10.6,0.325
2017-04-19,Delhi Daredevils,Sunrisers Hyderabad,Sunrisers Hyderabad,176,5,9.333,9.8,24,0.292,191,4,1,11.2,0.2,191,4,6.5,11.2,22,0.2,176,5,1,9.8,0.292
2017-04-20,Kings XI Punjab,Mumbai Indians,Mumbai Indians,198,4,7.667,11.8,26,0.292,199,2,1,16.0,0.172,199,2,13.667,16.0,28,0.172,198,4,1,11.8,0.292
2017-04-21,Gujarat Lions,Kolkata Knight Riders,Gujarat Lions,188,6,12.0,12.6,28,0.273,187,5,1,9.2,0.25,187,5,10.833,9.2,27,0.25,188,6,1,12.6,0.273
2017-04-22,Delhi Daredevils,Mumbai Indians,Mumbai Indians,128,7,3.833,7.4,14,0.417,142,8,2,8.0,0.425,142,8,8.0,8.0,15,0.425,128,7,5,7.4,0.417
2017-04-22,Rising Pune Supergiant,Sunrisers Hyderabad,Rising Pune Supergiant,179,4,9.167,12.8,24,0.3,176,3,0,12.6,0.283,176,3,7.5,12.6,22,0.283,179,4,1,12.8,0.3
2017-04-23,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,131,10,10.833,5.333,16,0.453,49,10,4,0.0,0.672,49,10,6.5,0.0,8,0.672,131,10,2,5.333,0.453
2017-04-23,Gujarat Lions,Kings XI Punjab,Kings XI Punjab,162,7,8.333,8.2,18,0.275,188,7,1,10.6,0.292,188,7,8.333,10.6,26,0.292,162,7,2,8.2,0.275
2017-04-24,Mumbai Indians,Rising Pune Supergiant,Rising Pune Supergiant,157,8,7.333,8.8,21,0.367,160,6,0,8.0,0.342,160,6,8.0,8.0,20,0.342,157,8,1,8.8,0.367
2017-04-26,Kolkata Knight Riders,Rising Pune Supergiant,Kolkata Knight Riders,184,3,7.5,7.895,24,0.248,182,5,0,10.6,0.267,182,5,9.5,10.6,22,0.267,184,3,1,7.895,0.248
2017-04-27,Gujarat Lions,Royal Challengers Bangalore,Gujarat Lions,135,3,8.167,0.0,20,0.373,134,10,3,5.4,0.375,134,10,5.833,5.4,13,0.375,135,3,2,0.0,0.373
2017-04-28,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,160,6,8.833,5.8,18,0.3,161,3,1,15.75,0.286,161,3,7.833,15.75,24,0.286,160,6,1,5.8,0.3
2017-04-28,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,181,9,9.833,8.6,29,0.317,207,3,0,10.4,0.192,207,3,10.0,10.4,26,0.192,181,9,3,8.6,0.317
2017-04-29,Rising Pune Supergiant,Royal Challengers Bangalore,Rising Pune Supergiant,157,3,7.167,9.2,18,0.333,96,9,2,5.0,0.475,96,9,6.5,5.0,7,0.475,157,3,1,9.2,0.333
2017-04-30,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,67,10,4.167,3.231,5,0.621,68,0,0,0.0,0.426,68,0,8.333,0.0,10,0.426,67,10,3,3.231,0.621
2017-04-30,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,161,7,7.333,7.8,17,0.308,209,3,0,11.0,0.267,209,3,13.167,11.0,26,0.267,161,7,2,7.8,0.308
2017-05-01,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,165,6,9.167,10.552,20,0.286,162,8,2,9.4,0.325,162,8,8.667,9.4,18,0.325,165,6,1,10.552,0.286
2017-05-01,Gujarat Lions,Rising Pune Supergiant,Rising Pune Supergiant,161,10,9.167,5.379,20,0.336,167,5,4,13.448,0.361,167,5,7.167,13.448,20,0.361,161,10,1,5.379,0.336
2017-05-02,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,189,4,10.333,11.28,25,0.27,185,3,1,14.2,0.317,185,3,11.0,14.2,26,0.317,189,4,1,11.28,0.27
2017-05-03,Kolkata Knight Riders,Rising Pune Supergiant,Rising Pune Supergiant,155,8,6.833,9.0,21,0.392,158,6,2,5.538,0.431,158,6,12.333,5.538,22,0.431,155,8,3,9.0,0.392
2017-05-04,Delhi Daredevils,Gujarat Lions,Delhi Daredevils,214,3,10.5,12.8,28,0.267,208,7,2,8.8,0.275,208,7,9.667,8.8,27,0.275,214,3,1,12.8,0.267
2017-05-05,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,138,7,5.833,10.8,14,0.417,119,10,3,5.25,0.439,119,10,7.667,5.25,13,0.439,138,7,2,10.8,0.417
2017-05-06,Delhi Daredevils,Mumbai Indians,Mumbai Indians,66,10,5.833,0.0,8,0.598,212,3,0,12.8,0.258,212,3,10.0,12.8,26,0.258,66,10,5,0.0,0.598
2017-05-06,Rising Pune Supergiant,Sunrisers Hyderabad,Rising Pune Supergiant,148,8,5.833,9.6,11,0.3,136,9,2,7.0,0.458,136,9,7.833,7.0,16,0.458,148,8,1,9.6,0.3
2017-05-07,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,159,4,17.5,12.0,22,0.341,158,6,3,10.6,0.308,158,6,6.667,10.6,17,0.308,159,4,0,12.0,0.341
2017-05-07,Gujarat Lions,Kings XI Punjab,Gujarat Lions,192,4,9.667,9.429,23,0.203,189,3,1,13.2,0.208,189,3,7.333,13.2,21,0.208,192,4,0,9.429,0.203
2017-05-08,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,138,7,6.0,7.8,13,0.392,140,3,1,8.1,0.318,140,3,7.167,8.1,15,0.318,138,7,2,7.8,0.392
2017-05-09,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,167,6,6.833,10.4,18,0.308,153,6,1,7.0,0.317,153,6,10.167,7.0,18,0.317,167,6,2,10.4,0.308
2017-05-10,Delhi Daredevils,Gujarat Lions,Delhi Daredevils,197,8,10.667,12.643,35,0.356,195,5,2,12.2,0.25,195,5,8.333,12.2,26,0.25,197,8,2,12.643,0.356
2017-05-11,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,230,3,11.833,11.4,30,0.217,223,6,0,15.0,0.317,223,6,11.333,15.0,32,0.317,230,3,1,11.4,0.217
2017-05-12,Delhi Daredevils,Rising Pune Supergiant,Delhi Daredevils,168,8,9.0,9.0,20,0.35,161,7,2,8.8,0.367,161,7,8.833,8.8,19,0.367,168,8,2,9.0,0.35
2017-05-13,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,154,10,10.167,6.462,21,0.379,158,2,2,9.789,0.284,158,2,7.833,9.789,23,0.284,154,10,0,6.462,0.379
2017-05-13,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,164,8,8.833,6.6,21,0.383,173,5,1,11.0,0.383,173,5,8.5,11.0,24,0.383,164,8,3,6.6,0.383
2017-05-14,Kings XI Punjab,Rising Pune Supergiant,Rising Pune Supergiant,73,10,5.333,2.4,7,0.568,78,1,1,0.0,0.347,78,1,7.167,0.0,7,0.347,73,10,5,2.4,0.568
2017-05-14,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,151,10,7.0,9.4,19,0.408,161,6,1,10.8,0.325,161,6,6.167,10.8,18,0.325,151,10,2,9.4,0.408
2017-05-16,Mumbai Indians,Rising Pune Supergiant,Rising Pune Supergiant,142,9,7.0,7.8,14,0.383,162,4,2,11.6,0.342,162,4,5.5,11.6,17,0.342,142,9,3,7.8,0.383
2017-05-17,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,48,3,9.0,0.0,5,0.312,128,7,1,6.0,0.425,128,7,5.0,6.0,14,0.425,48,3,3,0.0,0.312
2017-05-19,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,107,10,4.167,4.957,11,0.487,111,4,3,0.0,0.379,111,4,6.0,0.0,14,0.379,107,10,3,4.957,0.487
2017-05-21,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,129,8,5.333,9.6,13,0.433,128,6,1,9.0,0.383,128,6,6.333,9.0,11,0.383,129,8,2,9.6,0.433
2018-04-07,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,169,9,7.0,13.034,21,0.37,165,4,2,9.6,0.392,165,4,6.5,9.6,23,0.392,169,9,2,13.034,0.37
2018-04-08,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,166,7,7.5,8.6,16,0.217,167,4,2,9.13,0.363,167,4,12.167,9.13,23,0.363,166,7,1,8.6,0.217
2018-04-08,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,177,6,11.333,9.391,24,0.363,176,7,1,8.8,0.375,176,7,8.667,8.8,24,0.375,177,6,2,9.391,0.363
2018-04-09,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,125,9,8.0,5.6,12,0.375,127,1,1,4.8,0.448,127,1,9.5,4.8,19,0.448,125,9,1,5.6,0.375
2018-04-10,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,205,5,12.5,12.414,23,0.244,202,6,2,15.8,0.358,202,6,10.667,15.8,28,0.358,205,5,1,12.414,0.244
2018-04-11,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,60,4,10.0,0.0,9,0.333,153,5,2,12.706,0.308,153,5,8.5,12.706,17,0.308,60,4,4,0.0,0.333
2018-04-12,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,147,8,9.0,7.2,21,0.508,151,9,0,6.0,0.308,151,9,9.333,6.0,19,0.308,147,8,3,7.2,0.508
2018-04-13,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,155,10,8.333,7.615,18,0.336,159,6,2,11.111,0.333,159,6,6.833,11.111,21,0.333,155,10,3,7.615,0.336
2018-04-14,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,195,3,8.833,9.4,28,0.308,194,7,0,7.2,0.308,194,7,14.0,7.2,26,0.308,195,3,1,9.4,0.308
2018-04-14,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,138,8,8.167,6.4,16,0.433,139,5,2,6.75,0.377,139,5,7.667,6.75,17,0.377,138,8,1,6.4,0.433
2018-04-15,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,217,4,8.667,17.6,28,0.283,198,6,1,12.8,0.267,198,6,10.667,12.8,27,0.267,217,4,1,17.6,0.283
2018-04-15,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,193,5,8.833,14.2,23,0.267,197,7,0,8.6,0.317,197,7,12.5,8.6,28,0.317,193,5,2,14.2,0.267
2018-04-16,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,129,10,9.333,0.0,18,0.337,200,9,1,11.0,0.392,200,9,8.333,11.0,29,0.392,129,10,3,0.0,0.337
2018-04-17,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,213,6,10.0,14.0,31,0.4,167,8,2,11.8,0.3,167,8,9.167,11.8,19,0.3,213,6,2,14.0,0.4
2018-04-18,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,163,3,8.833,10.957,21,0.319,160,8,0,9.6,0.333,160,8,8.0,9.6,19,0.333,163,3,1,10.957,0.319
2018-04-19,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,193,3,8.167,10.0,24,0.317,178,5,3,12.0,0.242,178,5,6.667,12.0,16,0.242,193,3,0,10.0,0.317
2018-04-20,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,204,5,11.5,8.6,31,0.283,140,10,3,7.143,0.324,140,10,5.833,7.143,13,0.324,204,5,1,8.6,0.283
2018-04-21,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,174,5,4.667,14.2,23,0.367,176,4,2,12.0,0.241,176,4,7.167,12.0,23,0.241,174,5,2,14.2,0.367
2018-04-21,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,126,1,12.167,0.0,22,0.373,191,7,1,9.0,0.292,191,7,8.333,9.0,26,0.292,126,1,0,0.0,0.373
2018-04-22,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,182,3,4.5,12.4,26,0.325,178,6,3,12.2,0.367,178,6,6.667,12.2,22,0.367,182,3,1,12.4,0.325
2018-04-22,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,167,7,7.167,6.4,20,0.358,168,7,2,10.714,0.28,168,7,7.167,10.714,17,0.28,167,7,1,6.4,0.358
2018-04-23,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,139,8,8.0,8.6,14,0.408,143,8,2,8.6,0.35,143,8,8.5,8.6,14,0.35,139,8,3,8.6,0.408
2018-04-24,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,87,10,3.667,2.609,11,0.575,118,10,4,3.273,0.473,118,10,8.5,3.273,14,0.473,87,10,3,2.609,0.575
2018-04-25,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,207,5,9.167,15.429,26,0.305,205,8,1,12.6,0.35,205,8,8.667,12.6,25,0.35,207,5,2,15.429,0.305
2018-04-26,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,119,10,7.333,6.462,13,0.414,132,6,3,7.0,0.425,132,6,6.167,7.0,13,0.425,119,10,0,6.462,0.414
2018-04-27,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,219,4,9.5,15.8,31,0.317,164,9,4,4.8,0.383,164,9,8.5,4.8,21,0.383,219,4,0,15.8,0.317
2018-04-28,Chennai Super Kings,Mumbai Indians,Mumbai Indians,169,5,8.5,10.4,21,0.35,170,2,0,10.071,0.322,170,2,8.333,10.071,20,0.322,169,5,1,10.4,0.35
2018-04-29,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,140,6,7.167,7.6,11,0.275,151,7,1,6.2,0.308,151,7,6.5,6.2,17,0.308,140,6,1,7.6,0.275
2018-04-29,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,176,5,8.5,12.48,24,0.339,175,4,0,13.2,0.333,175,4,6.667,13.2,21,0.333,176,5,0,12.48,0.339
2018-04-30,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,211,4,9.333,14.8,28,0.267,198,5,2,14.0,0.283,198,5,9.833,14.0,26,0.283,211,4,0,14.8,0.267
2018-05-01,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,153,7,6.667,9.4,16,0.4,167,7,1,8.8,0.417,167,7,7.167,8.8,21,0.417,153,7,3,9.4,0.4
